# Constructed from biom file
#OTU ID	HBT-12	ZR7-18	ZR9-19	ZR9-18	ZR9-11	ZR9-16	ZR9-15	ZR9-14	N39	ZR4-16	ZR4-12	ZR4-19	ZR4-76	ZR4-77	ZR4-79	ZR4-89	ZR4-15	ZR4-82	ZR4-81	HBV-11	HBV-12	ZR4-84	ZR4-67	ZR4-68	ZR4-52	ZR4-53	ZR4-54	ZR4-57	ZR4-39	ZR4-30	ZR4-46	ZR4-45	ZR4-44	ZR4-41	HBT-8	ZR9-7	ZR9-4	N72	HBV-68	HBV-64	HBV-61	ZR9-3	ZR9-1	ZR4-36	ZR9-5	ZR4-35	ZR9-20	N41	N43	N42	N44	ZR7-9	ZR7-8	HBV-52	ZR7-6	ZR4-28	ZR4-23	ZR4-22	ZR4-26	HBV-46	IMT17	ZR7-11	ZR4-2	ZR9-10	zsb1122	HBV-56	ZR7-22	ZR7-15	ZR7-1	ZR4-14	ZR4-69	ZR4-38	ZR4-33	HBV-22	HBV-59	HBV-5	ZR9-17	ZR4-55	ZR7-16	ZR9-13	ZR7-20	ZR4-63	ZR4-59	ZR9-2	ZR4-31	ZR9-21	zqq1205	ZR7-7	ZR4-27	ZR7-17	ZR9-9	ZR9-8	ZR7-12	ZR7-13	ZR9-12	ZR9-6	taxonomy
OTU_158	0	6	15	5	1	1	19	15	0	4	0	3	0	0	1	3	9	2	35	30	12	4	0	3	0	1	2	4	0	0	0	6	0	0	8	10	5	1	0	0	1	1	0	0	0	0	2	8	1	3	2	3	15	12	0	0	2	5	0	0	8	0	1	4	19	0	5	0	0	0	7	0	0	0	0	2	2	371	0	0	0	0	0	0	9	27	0	1	0	0	0	0	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; OTU_158
OTU_178	20	4	2	0	59	0	4	21	1	76	0	0	0	0	5	13	4	0	19	0	3	9	5	0	0	83	0	9	8	2	5	12	1	0	47	2	13	28	0	0	3	0	0	0	0	9	11	0	7	6	41	0	0	36	0	0	0	1	1	7	1	0	0	9	29	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	15	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Mogibacteriaceae; g__un_f_Mogibacteriaceae; OTU_178
OTU_192	8	1	0	1	6	14	5	0	17	109	0	8	0	0	18	0	78	75	0	0	0	0	12	93	16	18	81	0	0	6	5	25	1	1	36	2	3	80	0	4	32	2	0	0	0	25	0	68	0	0	21	0	0	71	4	0	0	31	0	12	4	0	0	5	16	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__un_o_Clostridiales; g__un_o_Clostridiales; OTU_192
OTU_21	185	261	406	29	709	446	589	730	219	435	1	0	0	1	68	265	1215	507	1413	589	1	196	158	432	56	326	391	1457	0	97	226	88	46	0	306	155	719	140	173	48	20	200	25	124	1	90	593	411	1	52	857	0	0	1207	112	1	1401	45	0	141	961	0	0	208	655	0	633	996	0	0	8	1	15	112	0	0	2	1	5	0	0	1	8	85	2	3	203	0	0	0	0	0	0	0	1	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__un_f_Ruminococcaceae; OTU_21
OTU_226	2	0	0	1	0	0	0	0	1	7	1	1	2	0	1	0	0	1	0	4	2	0	1	0	0	1	0	2	7	1	1	0	16	57	4	0	0	0	2	3	0	0	0	1	0	1	0	0	0	1	0	0	0	20	1	64	3	0	13	0	1	0	4	0	0	19	1	0	2	0	0	11	30	1	3	53	0	39	2	4	0	0	126	0	11	0	2	22	0	0	0	0	106	32	0	2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__un_f_Gemellaceae; OTU_226
OTU_237	1	0	0	0	0	0	0	1	0	3	16	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	26	29	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	5	3	0	77	0	0	0	5	0	0	3	0	0	0	0	0	21	16	39	0	4	0	31	0	0	0	1	3	0	14	0	0	1	0	0	0	0	0	33	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; OTU_237
OTU_241	5	4	6	1	1	0	6	31	0	3	0	2	0	0	2	12	7	1	0	0	8	0	1	0	0	0	0	2	1	0	0	7	0	0	0	5	0	1	2	0	0	2	0	0	0	0	6	4	0	0	2	0	10	4	0	0	3	4	0	1	15	0	3	1	7	0	5	23	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	33	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; OTU_241
OTU_246	1	1	1	1	1	0	2	1	0	2	6	15	0	0	1	1	3	18	10	29	34	1	0	1	0	0	3	7	5	0	0	7	0	0	0	1	1	1	1	0	2	0	0	4	1	0	0	1	1	0	1	3	2	12	1	0	1	80	0	0	5	0	120	0	1	2	0	3	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	1	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; OTU_246
OTU_341	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	10	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	18	14	0	0	1	0	1	0	1	0	20	0	0	0	0	0	0	0	0	0	0	12	24	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__un_f_Lachnospiraceae; OTU_341
OTU_381	0	0	0	3	0	31	0	0	0	0	0	3	0	0	0	0	0	11	0	0	0	0	0	16	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Mogibacteriaceae; g__un_f_Mogibacteriaceae; OTU_381
OTU_390	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	3	0	0	0	1	31	2	0	56	0	0	0	0	0	0	0	2	5	0	2	0	0	4	0	0	0	0	0	3	0	1	0	2	0	0	15	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__un_f_Ruminococcaceae; OTU_390
OTU_406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	2	0	0	0	0	6	0	0	4	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__un_f_Ruminococcaceae; OTU_406
OTU_426	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	3	0	0	0	0	7	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	11	1	4	23	57	0	0	0	0	0	1	0	0	0	2	1	4	0	0	7	0	0	0	2	0	17	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; OTU_426
OTU_442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__un_f_Ruminococcaceae; OTU_442
OTU_467	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; OTU_467
OTU_48	1695	0	0	3	0	246	2	0	160	1061	2	0	0	1	409	849	1	362	1	1	0	59	90	499	18	1660	555	0	0	0	18	6	0	0	1879	191	30	13	8	129	291	92	89	4	0	1126	21	2	445	1	377	0	0	3	8	0	7	9	1	115	0	0	2	1	28	0	839	0	0	1	6	0	0	0	0	0	0	2	0	0	0	0	6	497	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; OTU_48
OTU_51	0	0	0	68	0	604	0	76	0	0	4	0	1	2	0	1	0	0	256	0	0	1	0	553	804	1086	440	0	0	0	1	0	0	0	426	0	1282	13	0	422	0	2328	0	0	0	0	0	12	875	1209	5	0	0	0	0	0	0	0	0	0	2	0	0	0	543	0	0	0	0	0	2	0	1	0	0	0	1	4	0	3	0	0	0	0	0	110	0	0	0	0	111	0	0	0	0	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; OTU_51
OTU_517	0	0	0	0	0	1	0	0	0	0	0	6	0	0	3	1	0	1	0	0	0	0	1	14	0	2	11	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__un_f_Ruminococcaceae; OTU_517
OTU_570	5	36	80	0	52	2	10	0	44	22	0	0	0	1	32	38	0	0	6	28	0	91	0	118	6	39	112	4	0	14	19	19	1	0	6	29	0	56	17	0	14	0	0	0	77	1	85	5	158	0	159	0	0	0	175	0	7	9	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	2	0	83	0	0	0	182	0	0	0	5	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; OTU_570
OTU_59	0	0	0	0	0	0	0	0	0	0	0	0	1	2	25	1	14	1	0	690	21	0	0	3	0	0	15	624	106	1	2	2	289	0	0	0	0	0	0	21	39	0	0	2	0	104	0	0	26	0	0	0	0	0	0	0	815	22	7	0	0	0	41	0	0	0	0	0	1	3910	235	4	1	5	195	1	0	1641	0	0	0	1	5	0	152	1	0	0	6	0	0	0	114	1	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; OTU_59
OTU_646	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__un_o_Clostridiales; g__un_o_Clostridiales; OTU_646
OTU_678	5	0	0	0	0	3	0	0	7	11	6	2	2	0	0	0	1	3	0	31	2	0	0	0	19	1	0	7	16	0	2	0	31	5	12	0	1	0	24	4	0	0	3	0	0	3	0	0	0	0	0	0	0	31	1	5	13	3	2	1	2	0	3	2	0	23	0	0	16	0	11	21	15	0	0	34	0	84	3	0	0	3	42	0	7	0	2	2	0	1	0	0	47	32	0	1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; OTU_678
OTU_776	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	13	0	0	1	0	0	0	0	0	0	1	1	1	0	0	5	0	0	0	0	34	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Selenomonas; OTU_776
OTU_78	108	27	7	4	21	52	7	21	32	19	0	642	0	1	43	107	29	21	97	424	8	17	18	75	5	42	62	442	0	30	8	530	9	0	24	32	9	19	22	19	6	42	1	17	3	12	25	179	35	15	2	0	0	24	5	0	81	17	1	19	57	0	1	4	6	0	55	9	0	118	0	0	3	0	0	0	0	0	0	11	0	0	1	4	0	0	7	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__un_f_Ruminococcaceae; OTU_78
OTU_89	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	2	0	0	833	24	0	144	1	1	0	2	428	1	60	6	0	112	0	0	0	0	3	80	1	15	0	0	0	0	11	1	0	0	0	0	0	0	0	0	1	7	0	1	0	0	0	0	1	0	0	0	0	2	1059	0	0	2	0	166	77	0	991	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; OTU_89
OTU_91	1	37	43	36	1236	16	6	9	19	74	0	21	1	74	15	11	17	40	6	91	10	210	4	25	0	4	34	11	2	19	1	40	7	2	175	138	198	33	22	12	186	4	1	2	0	25	11	0	28	11	33	1	5	0	10	6	28	0	0	300	1	0	1	297	28	0	129	2	0	2	2	0	1	0	0	0	3	13	0	5	0	0	10	19	0	1	41	0	4	1	17	0	0	0	3	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__un_o_Clostridiales; g__un_o_Clostridiales; OTU_91
OTU_109	2	160	148	326	1475	15	460	1615	0	472	0	1	0	0	0	0	0	13	0	334	1	177	419	256	76	201	221	1	0	1	79	230	0	0	97	1	642	586	0	14	224	9	0	147	0	47	213	39	1	123	16	0	0	37	306	10	48	1	0	73	49	0	0	0	1000	0	0	4	0	0	11	3	1	33	0	0	5	0	0	0	0	0	0	33	0	28	1	0	0	0	401	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__un_f_Barnesiellaceae; OTU_109
OTU_116	0	4	1	5	51	0	23	40	3	17	0	3	0	0	0	14	271	152	49	26	20	7	0	56	0	7	44	247	0	4	4	21	2	0	9	13	31	64	0	4	8	0	0	5	0	0	32	0	0	0	0	0	10	79	4	0	30	6	0	10	294	0	23	3	18	1	76	30	0	0	3	0	2	3	0	0	4	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__un_f_Rikenellaceae; OTU_116
OTU_119	5	0	0	0	1	0	0	76	1	0	0	0	0	0	0	0	85	41	0	0	0	0	0	0	0	67	2	1	0	0	0	307	0	0	8	0	1293	148	0	3	0	0	0	4	0	0	0	355	704	1	1	35	0	7	0	0	0	0	0	25	3	0	57	0	3	0	0	0	0	0	3	0	4	245	0	0	8	0	0	0	0	1	0	48	0	0	1	0	0	0	0	0	0	0	15	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; OTU_119
OTU_139	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1700	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Paraprevotellaceae; g__Prevotella; OTU_139
OTU_172	3	0	2	3	0	1	30	3	0	4	0	4	0	0	14	0	11	5	28	26	164	22	0	6	1	0	0	55	0	2	3	13	0	0	0	4	0	0	1	0	9	0	0	2	0	0	0	0	0	1	0	0	14	0	6	0	2	0	0	0	77	0	73	3	50	3	0	617	0	0	0	0	0	0	0	0	17	0	2	0	0	0	0	0	0	0	1	0	0	0	48	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Odoribacteraceae; g__Butyricimonas; OTU_172
OTU_185	25	4	10	5	0	2	34	0	5	53	0	14	0	0	19	25	16	84	59	114	0	2	71	36	5	24	26	83	0	0	4	0	0	0	11	51	67	8	6	4	1	17	3	7	0	24	0	9	58	1	13	0	0	5	18	0	1	5	1	1	0	0	1	1	0	0	58	0	0	1	0	0	0	2	0	0	6	0	0	0	0	0	1	23	0	42	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__un_f_Rikenellaceae; OTU_185
OTU_50	3	787	56	101	1078	26	54	1920	4	175	0	354	0	0	19	82	87	58	89	193	0	86	24	217	48	405	176	1	27	23	84	427	14	0	49	2	1435	37	269	7	374	4	2	384	0	8	169	18	90	11	7	40	1	209	150	28	192	7	0	29	613	0	459	8	139	1	51	318	313	0	1	0	5	127	0	353	17	102	55	151	0	0	1	43	0	42	20	5	13	0	1637	19	0	0	4	1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__un_f_Rikenellaceae; OTU_50
OTU_627	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; OTU_627
OTU_686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__un_f_S24-7; OTU_686
OTU_733	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; OTU_733
OTU_741	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__un_f_S24-7; OTU_741
